"ID","Exited","Age","Geography","IsActiveMember","Gender","NumOfProducts","Balance","EstimatedSalary","AvgTransactionAmount"
4614,0,41,"Germany","1","Male",1,141749.68,9201.53,90.1323744574138
9737,0,25,"France","0","Male",1,171770.55,22745.5,60.3287869776042
3555,0,36,"Germany","1","Female",1,88963.31,99019.65,61.4033291974493
8991,0,34,"France","0","Female",2,0,6120.84,125.209810042783
7469,1,45,"France","0","Female",2,45144.43,60917.24,70.0206621232026
4167,0,35,"Spain","1","Female",1,174894.53,102195.16,36.9586661385407
5538,0,43,"Germany","1","Female",2,0,64679.3,142.054920623345
4799,0,67,"Germany","1","Male",1,127849.38,99490.01,86.6670619301844
3905,0,34,"Spain","1","Male",1,170288.38,59601.15,76.1316844327071
8962,0,44,"France","0","Female",2,0,196062.01,179.870078687509
4047,0,42,"France","0","Female",2,0,4292.72,54.8521383968424
6004,1,44,"Germany","0","Male",1,152759,54083.8,127.047660290442
7405,0,44,"France","1","Female",2,0,66548.58,114.410086618623
6207,0,29,"France","1","Male",2,0,6770.44,112.397832143395
6995,0,38,"France","0","Female",2,106871.81,60739.16,99.828120205706
8344,0,46,"Germany","1","Male",2,113402.14,73470.98,107.300007342995
3166,0,31,"Spain","1","Male",1,106070.89,101617.43,112.452294821054
3217,0,38,"France","1","Female",2,0,79169.73,188.70064486477
4314,0,35,"Spain","1","Female",1,71829.34,68141.92,102.286223230178
5629,0,24,"Germany","1","Male",1,142989.69,71638,54.3181823343086
9216,0,27,"France","0","Male",1,156282.79,151912.49,83.7029152012867
3588,0,50,"France","1","Female",2,0,196134.44,61.2605966642263
4599,1,40,"Germany","1","Female",1,76915.4,120373.84,77.9931211594763
7237,0,38,"France","0","Male",1,134811.3,1299.75,98.5284858164105
7818,0,46,"Germany","1","Female",1,88786.81,176730.02,103.122837929731
6937,0,32,"France","1","Male",1,177729.13,78560.64,110.043317587986
7089,0,32,"Spain","1","Male",1,76548.6,159891.03,134.330657146128
5907,0,28,"France","1","Male",2,79460.98,167973.63,169.795821278769
7249,1,28,"Germany","0","Male",2,143988,8755.69,179.449035569488
3294,1,30,"France","1","Female",2,0,130861.95,99.2978450808561
3277,0,26,"France","0","Male",2,150300.65,121551.93,87.6356427166289
8583,0,33,"Spain","1","Female",1,72535.45,103931.49,69.5569180205208
3041,0,42,"Spain","1","Male",1,0,39830.1,165.11955827436
9575,0,38,"Germany","0","Male",1,132603.36,55775.72,71.2176817906782
9234,0,40,"Germany","0","Male",2,55776.39,26920.43,156.535603948994
3316,0,35,"Spain","1","Female",1,147936.42,106785.7,115.51157114924
9672,1,43,"Spain","0","Female",1,120867.18,180345.44,102.807490470432
5822,0,38,"Spain","0","Female",1,124483.53,126253.31,125.386598741813
5795,0,58,"France","1","Male",2,113146.98,124749.08,185.18685549043
5504,0,31,"France","1","Male",2,0,118716.63,50.3711525168882
9742,0,32,"Spain","1","Female",2,0,2002.5,74.2841742797474
6926,0,30,"Germany","1","Male",2,157989.21,165196.65,74.6302290740336
4183,0,31,"Germany","1","Male",2,0,14721.8,114.986746542247
3752,0,52,"Germany","1","Female",2,71283.09,38984.37,101.459125745881
6281,0,40,"France","1","Male",1,125832.2,100433.83,55.0620792725163
3374,0,40,"France","0","Female",2,0,175756.36,59.6582103224382
9994,0,40,"Spain","0","Male",1,63095.01,193321.3,33.6590250037629
9129,0,22,"France","1","Male",2,0,139481.53,48.3561189384351
5082,0,33,"Spain","0","Female",1,115309.75,111421.77,143.257055751962
7612,0,37,"France","1","Male",2,138162.41,113926.31,72.7347330363602
7109,0,36,"Spain","0","Female",2,131698.57,102021.39,230.903332480485
5117,0,44,"Spain","1","Male",2,0,102628.98,60.4897546142669
9015,0,43,"France","1","Female",1,0,69829.4,58.4394426503104
3755,0,40,"Spain","0","Male",1,124788.18,164170.46,72.5034730910331
9553,0,28,"Spain","1","Male",2,0,14665.28,70.5336854380158
8428,0,38,"Germany","0","Male",2,0,53087.98,104.303806901833
8209,0,35,"Germany","0","Male",1,0,129964.94,89.2983780132789
4006,0,36,"Spain","1","Male",2,155176.83,49653.37,94.0547431890375
5585,0,29,"France","1","Male",2,130131.08,196474.35,98.0759809346926
5339,0,40,"Germany","1","Female",2,106756.01,151167.94,67.4233362444286
4448,1,54,"France","0","Female",1,118241.02,172586.89,85.6938832140485
6952,0,29,"France","1","Female",1,121858.98,80262.91,50.1024124846558
6980,0,39,"Spain","1","Male",2,0,100862.36,160.911744855421
7767,0,25,"France","0","Male",2,77886.53,74692.06,115.762233359881
9265,0,35,"France","0","Male",1,106836.67,84199.78,85.3575142689584
4134,0,34,"France","0","Male",1,144318.97,78566.64,109.844573055782
6230,0,34,"Germany","1","Male",2,120018.86,195259.31,50.6750766771415
8184,0,25,"France","0","Female",2,0,45424.13,182.738335740506
8603,0,35,"France","0","Female",1,95478.17,43821.56,62.3928170763447
4934,0,57,"France","1","Male",2,76165.65,133537.53,137.167733989635
4501,0,30,"Spain","1","Male",2,0,180591.32,47.7236463528399
7576,0,37,"Spain","1","Male",1,86569.76,21768.21,151.084403412692
6783,0,38,"France","1","Female",1,144090.42,93261.69,56.5532375426721
9211,1,68,"France","0","Female",1,183555.24,171340.68,77.7279811630082
4914,0,30,"Spain","0","Female",2,0,137791.18,195.338915585271
8967,0,23,"France","1","Female",1,112568.31,78670.52,170.202830888622
4109,0,44,"Germany","1","Male",2,0,83022.92,97.3226395752752
7261,0,28,"Spain","1","Female",1,97840.72,168053.4,57.5556800053396
4075,0,40,"France","1","Female",2,0,38772.65,145.87586195312
6146,1,32,"Germany","1","Female",1,123906.22,127443.82,54.8001572753429
4386,0,37,"Germany","1","Male",2,70362.52,104189.46,157.201641195163
5284,0,45,"France","1","Female",1,109730.22,5907.11,128.919130390664
7706,0,26,"Germany","1","Female",1,123126.29,74425.41,33.6980621528152
5378,0,42,"Spain","1","Female",1,138912.17,38308.34,60.2431918389144
9870,0,27,"France","0","Male",1,120509.81,131924.38,167.690310185801
7223,0,49,"France","0","Male",1,121973.28,148804.36,133.598267297297
7044,1,41,"Spain","0","Male",1,155423.17,144390.75,112.698529751688
5260,0,25,"Germany","1","Male",1,115142.9,171587.9,134.591445241283
3686,0,24,"Spain","0","Male",2,147107.91,4070.28,111.572085143284
6857,0,24,"Germany","0","Male",2,0,149614.81,139.884099276362
9078,0,44,"France","0","Male",2,0,128046.98,74.2881477485635
8027,0,29,"Spain","0","Male",2,61710.44,128077.8,342.465233382768
9387,0,35,"Germany","1","Male",1,166518.63,145325.32,108.40673311953
3847,0,25,"Spain","1","Male",1,98877.95,176962.31,196.711231449506
7715,0,29,"Spain","1","Male",1,177997.07,19233.41,161.865948241273
9023,0,40,"Germany","1","Male",2,137388.01,46415.09,199.409969227677
7573,0,38,"France","0","Male",2,0,122379.54,93.4243332136436
9095,0,40,"France","0","Male",1,137361.96,183682.09,75.8677316859905
3151,0,35,"Germany","0","Female",2,102742.91,189339.6,44.4404064779734
9810,0,27,"Germany","1","Male",2,98899.76,24093.4,66.6566967634053
4638,1,35,"Spain","0","Male",1,78885.88,174770.14,105.765231380132
5208,0,37,"France","1","Male",2,170557.91,198252.88,93.7513861516697
9299,0,41,"Germany","1","Male",1,133111.73,20491.15,296.842081525624
5474,0,27,"Spain","1","Female",2,0,172031.22,59.1872278392739
4029,0,28,"France","0","Male",1,98738.92,122190.22,66.9514464785013
3326,0,23,"Spain","1","Male",2,0,49872.33,96.0774460801896
6856,0,39,"Spain","0","Male",2,0,153015.42,66.0930131924283
5837,0,26,"France","0","Male",1,139848.17,60887.58,92.3247020342736
4956,0,42,"France","0","Male",1,122647.32,159254.29,88.3380138067116
8358,0,56,"France","0","Male",1,165526.71,29880.99,43.6536842480837
8884,0,43,"France","0","Male",2,0,77500.81,101.995991929684
7093,0,39,"France","0","Female",1,118336.14,188366.04,61.3471904420197
8459,0,64,"Spain","1","Female",1,91216,41800.18,198.485835272273
3985,0,40,"France","1","Male",2,0,77414.45,44.9346888742745
9183,1,56,"France","0","Male",1,142147.32,39488.04,95.3570108041784
3986,0,30,"France","0","Female",2,0,19500.1,82.3942190034438
7233,0,31,"France","1","Female",2,122550.05,137835.82,69.261724572429
5503,1,35,"France","0","Male",1,123407.69,152541.89,74.1885674993927
4762,0,27,"Spain","1","Female",1,133003.03,188007.99,60.1389851224241
4584,0,33,"Spain","1","Female",2,142876.98,39511.61,72.7244977911577
7685,0,36,"France","1","Female",1,0,160696.72,91.9299579345107
7084,1,50,"Germany","1","Female",1,117721.02,192146.63,55.7398027338432
8999,1,32,"Spain","0","Female",2,0,68141.92,167.86181956045
5087,0,33,"France","0","Female",1,89939.62,136540.09,64.0537955212228
5244,0,27,"Germany","1","Female",1,132837.7,131647.31,147.334512187635
4793,0,35,"France","0","Male",1,0,176962.31,171.581219619005
7776,0,33,"France","0","Male",1,0,176728.28,175.671348306561
8726,0,44,"France","1","Male",1,142802.02,126471.13,140.650032228092
9644,1,38,"Germany","0","Female",3,130878.75,71905.77,179.333014369192
9851,0,24,"Germany","1","Male",2,107637.97,169505.83,125.209810042783
4808,0,38,"France","0","Male",1,92219.21,99106.97,124.632271859076
3344,0,47,"France","0","Female",1,115643.58,121904.44,77.6263020248394
5507,0,30,"Spain","0","Male",1,125385.01,41233.97,236.855022965346
5992,0,32,"Spain","1","Male",1,59568.57,22487.45,42.7258092667604
6092,0,71,"France","1","Male",1,135369.71,140130.22,130.696810102282
8981,0,36,"Germany","0","Female",1,68806.84,33075.24,92.4322082457552
6236,1,47,"France","1","Male",1,106854.21,157959.02,232.8583365047
6124,0,35,"France","1","Female",2,0,128123.66,104.460933172879
7972,1,38,"Germany","0","Male",1,127201.58,81908.09,248.471979197603
9678,0,38,"France","0","Male",2,0,16146,59.7110379883067
5225,0,37,"France","1","Male",2,0,157891.86,60.582224563113
7650,0,39,"France","1","Female",1,110939.3,110784.42,72.1339878758108
5875,0,28,"Germany","1","Female",2,62717.84,13182.43,137.082443251239
5132,0,37,"France","0","Female",2,0,16733.59,98.2007943972664
8643,0,61,"Spain","1","Female",2,0,139861.53,169.101900585521
9777,0,33,"Spain","1","Male",1,77253.22,129563.86,66.8388938318063
7023,0,36,"France","1","Male",1,100895.54,115441.66,55.1863431222177
6464,0,36,"France","0","Female",1,85146.36,2803.89,89.0420794164789
4326,0,37,"France","0","Female",2,0,141210.5,70.4989772706416
9741,0,43,"Germany","1","Male",2,141859.12,111249.62,82.1598661042357
6949,0,41,"Germany","1","Female",2,124978.19,150266.81,65.2822620947719
7802,0,31,"France","0","Female",2,0,54487.43,59.3270566430225
5667,0,38,"France","0","Male",1,82697.28,74846.67,129.80077573262
6502,0,29,"Germany","0","Male",1,0,80393.27,114.328260464334
5758,0,32,"Spain","1","Female",2,0,112340.2,117.514927078603
6833,0,27,"Germany","1","Male",2,0,161154.85,144.714082534801
3712,0,32,"Germany","0","Male",2,163965.69,103511.26,152.18995416719
4452,0,38,"Germany","1","Male",2,132767.66,59115.77,96.3132409847832
7768,0,43,"France","0","Female",1,0,105295.77,112.698529751688
8370,0,38,"France","0","Female",2,111835.94,124389.61,93.1746484332588
4828,1,36,"France","0","Female",1,123948.85,104469.06,90.9867273156921
6501,0,56,"France","0","Female",2,0,18391.93,135.2470581267
6069,0,32,"Spain","0","Male",2,0,67926.18,97.8116160395368
5446,0,63,"Spain","1","Male",1,0,195732.04,93.8640439692714
6061,0,36,"Germany","1","Female",2,0,32174.03,151.336791494056
3528,1,30,"Germany","0","Male",1,121175.56,117505.07,70.1875324353623
7055,1,57,"France","1","Male",2,122717.53,72549.27,108.662104983087
9525,0,67,"France","1","Male",1,129431.36,21343.74,103.977963860036
4569,0,27,"Spain","0","Male",1,149400.27,167522.19,72.1339878758108
9184,0,39,"France","0","Male",1,136855.24,156424.4,91.5944545901912
9056,0,30,"Spain","0","Male",1,140418.81,143859.66,218.193645322013
9666,0,31,"Germany","1","Male",1,95507.12,197077.36,185.650516744762
3473,0,34,"France","0","Male",1,0,197283.2,146.626437596976
9344,0,33,"France","1","Male",1,0,44114.88,242.82505268295
9098,0,37,"France","1","Female",2,0,52198.84,116.375109512051
4149,0,44,"France","1","Male",2,0,154639.72,257.654813682385
5037,1,31,"France","1","Female",1,23503.31,169862.01,152.056385763203
5313,0,44,"Germany","1","Male",2,140393.65,186285.52,102.701595998676
5823,0,40,"France","1","Male",2,0,147715.83,110.810541587229
4927,0,59,"Spain","0","Male",2,187911.55,51553.43,193.89456128309
9330,0,44,"Germany","0","Female",2,190125.43,74858.3,51.6858383627587
6324,1,33,"Germany","1","Male",2,69434.4,66580.13,46.5834257599398
3458,1,28,"Spain","1","Male",2,0,25445,42.3517187756489
6224,0,32,"Germany","1","Female",1,132002.7,120819.58,206.197275186984
7927,0,37,"Germany","0","Male",1,145610.07,100982.93,74.4904966881623
4078,0,36,"Germany","0","Male",1,190479.48,85455.62,88.1202817966899
8015,0,40,"France","1","Male",2,0,54265.55,69.1648970684524
8658,0,33,"France","1","Female",1,0,120037.36,73.4018074119632
9379,0,33,"France","0","Male",1,0,73564.44,47.1780094626442
4313,0,37,"Germany","0","Female",2,0,110782.88,206.653818383454
3185,0,18,"France","1","Male",2,0,27308.58,188.70064486477
3413,0,35,"France","1","Male",1,97009.15,86764.46,106.754210637142
7723,0,36,"France","0","Male",1,0,65147.27,50.1620390940407
5570,0,30,"Germany","0","Male",2,0,68807.47,60.6594268096775
4333,0,48,"France","1","Male",1,132667.17,184954.11,72.2925983144849
8995,0,33,"France","0","Male",1,129834.67,193131.42,164.447529582726
7875,0,28,"France","0","Female",2,146329.73,102297.15,80.3430785618653
4561,0,29,"Germany","1","Male",2,109676.52,25548.47,150.037508886314
3564,0,33,"France","1","Male",1,0,46635.11,46.6177139448919
3794,0,34,"France","1","Male",2,93249.4,12092.03,124.468308020607
4415,0,45,"Spain","1","Male",2,0,163655.01,57.7966675169859
9912,0,31,"Germany","1","Female",2,0,74890.58,164.251207682611
6799,1,18,"France","1","Female",1,88011.4,90655.94,91.9357623382495
4370,0,27,"France","0","Male",1,0,98060.51,70.9923248877816
9612,0,30,"France","1","Male",2,0,18826.34,171.416320760377
6581,0,37,"France","0","Male",1,126397.66,173386.95,141.484205652174
5968,0,33,"Spain","0","Male",2,56084.69,178798.13,113.29892556213
6129,0,40,"France","0","Male",2,0,162809.2,102.09411951988
9601,1,41,"Germany","1","Female",1,130701.29,88211.12,101.312769837277
7713,0,51,"Spain","1","Male",1,0,150390.57,131.58510672484
3357,0,51,"France","1","Female",2,152509.25,136915.15,134.510474323733
9491,1,42,"France","0","Female",2,132796.04,191821.35,86.6102658156658
6201,0,37,"France","0","Female",2,0,51229.17,88.024891980953
5266,0,44,"France","1","Male",2,120787.18,52198.84,130.843993626778
3618,0,32,"France","1","Female",1,0,13411.67,56.3581023271583
4905,1,45,"Germany","0","Female",2,0,121365.45,67.9349700527283
3337,0,45,"Spain","0","Female",1,166930.76,194584.48,79.8076533122089
5074,0,46,"Spain","1","Male",2,0,8487.75,150.08551754509
3539,0,22,"Germany","1","Male",1,113292.17,27922.45,65.8407149963704
8077,0,19,"Spain","0","Male",2,89750.21,29837.65,115.779710701348
3956,0,36,"Germany","1","Female",2,141428.99,3740.93,104.373837903701
8877,0,33,"France","1","Male",2,156067.05,50759.8,122.187337097922
6625,0,39,"France","1","Female",1,0,165082.25,57.431527069626
8618,0,34,"France","0","Female",1,138150.57,62868.33,175.17490766002
6008,0,41,"Spain","0","Female",2,150219.41,107839.03,96.2066526474384
4445,0,41,"France","0","Male",2,0,12328.08,276.394553657761
5211,0,34,"Germany","0","Female",2,0,57088.97,96.0254849608735
5286,1,62,"Spain","0","Female",1,115409.6,70916,88.3380138067116
8793,0,27,"France","1","Female",2,0,131534.96,108.856840834121
5626,0,43,"France","0","Male",1,87624.03,149401.33,55.0520061213266
9882,1,63,"France","0","Male",1,0,78955.8,87.171912557845
8509,0,39,"France","1","Female",1,77556.79,156439.56,224.457904129216
7213,0,38,"France","1","Female",2,0,167984.72,130.164867490543
7744,0,40,"Spain","1","Female",1,113794.22,16618.76,94.5927923959026
4079,0,48,"Spain","1","Female",1,150315.92,133486.36,115.83568819755
4241,0,64,"France","0","Male",2,0,154695.57,158.968852172524
5605,1,40,"Germany","0","Female",1,151510.17,126233.18,119.493916219101
4706,1,46,"Spain","0","Female",1,66582.81,149912.28,291.019698081956
9559,0,26,"Germany","0","Female",2,0,112507.63,123.213175709857
3873,1,40,"France","0","Female",1,150490.32,166468.21,80.675749932214
3757,1,28,"Germany","0","Female",2,0,139410.08,137.991522178314
9061,0,42,"France","1","Male",2,137560.38,85424.34,73.0282045062529
3988,1,47,"Spain","0","Male",1,87894.26,145704.19,54.3752497157513
5495,0,31,"France","0","Male",2,150725.53,80181.12,117.01660226741
5869,0,34,"Germany","1","Male",2,0,160346.3,54.3356026235055
5879,0,40,"France","0","Female",2,0,183963.34,82.6399400358394
7807,1,34,"France","0","Male",1,121159.65,4033.39,89.5999929750389
8588,0,27,"Spain","0","Female",2,155447.65,151335.24,91.1025005357244
4234,1,22,"Germany","0","Female",2,99339,68297.61,104.60902523964
7445,0,31,"France","0","Female",2,128345.69,63218.85,48.4928689226412
4425,0,40,"France","0","Female",2,136093.74,193408.43,98.6822382640492
6809,0,35,"France","1","Male",2,0,199693.84,24.1097328595543
7482,0,29,"France","0","Male",2,0,12186.83,121.523228576118
4165,0,43,"France","0","Male",1,0,20968.88,104.822520785279
6071,0,36,"Spain","0","Male",2,0,171021.44,170.565410441894
9083,0,30,"Germany","1","Male",1,0,145700.22,53.6009976984627
8250,0,36,"Spain","1","Male",2,157559.59,121505.61,54.4076597966769
5213,0,41,"France","0","Male",1,110624.99,143739.29,173.396786315231
8823,1,54,"Germany","1","Female",1,111009.32,127587.22,91.5443993600663
4612,1,37,"France","1","Female",1,89634.69,169583.18,84.6657869398769
8497,0,37,"France","0","Male",1,0,21760.96,60.1905697250137
6853,1,43,"Spain","1","Female",2,86053.52,113276.46,258.084284255916
8565,0,44,"Germany","0","Female",1,171601.27,705.18,138.378896989879
4258,0,30,"France","1","Male",1,127471.56,193878.51,126.433725644778
5470,0,38,"France","0","Male",2,68892.77,27046.46,175.633202882693
5556,0,43,"France","1","Female",1,199229.14,100187.43,97.7137467556322
9905,0,22,"France","0","Female",2,121498.11,32246.63,65.1532986797362
5112,0,34,"France","0","Male",1,144094.2,190623.02,143.236010106848
9224,0,36,"Spain","1","Female",1,126608.37,186948.35,166.162381196901
9897,0,38,"Spain","0","Female",2,0,103760.53,117.86003325121
6035,0,50,"Germany","1","Male",1,158633.61,195937.16,198.801727829983
9619,0,39,"France","1","Female",1,0,176791.27,144.013159741903
9907,0,25,"France","1","Female",1,121172.97,56268.98,311.487803042488
4347,0,36,"France","0","Female",1,190238.93,15462.84,76.4712387059909
9623,0,31,"Germany","1","Male",2,141069.18,62845.64,113.163846490581
3791,1,38,"France","0","Female",2,104414.03,10137.34,60.1911401715683
4987,0,36,"France","1","Male",1,65962.63,167336.78,56.6865049241335
8001,0,46,"Spain","1","Male",2,0,77047.78,62.8107308978038
4341,0,38,"France","0","Male",2,0,17913.25,63.459520495319
7903,0,22,"France","0","Male",2,0,1710.89,127.327601607209
8342,0,47,"France","1","Female",2,0,65481.86,106.193627859066
8407,0,41,"Spain","0","Male",1,103154.66,143203.78,64.5378187983791
8854,0,53,"France","0","Female",1,134446.04,127233.39,198.385552198781
6657,0,40,"Spain","0","Male",2,0,88947.56,50.3895644661699
7388,1,45,"Germany","0","Male",1,131038.14,74005.04,189.652333983195
8346,1,43,"France","1","Female",1,133446.34,64345.61,180.660741190862
8910,0,51,"France","1","Female",2,0,197923.05,107.426665904473
4708,1,41,"Spain","0","Female",1,69608.14,97893.4,251.341388344781
7393,0,51,"Spain","0","Female",1,122874.74,34967.75,121.782413611664
7956,0,72,"France","1","Male",1,94216.05,78695.68,59.8171575671764
7701,1,29,"Germany","0","Female",1,0,112442.63,44.0873549345747
4835,0,37,"France","0","Female",1,113899.92,80215.2,110.445960238424
6111,0,54,"Germany","1","Male",2,118614.6,172601.62,132.687551633021
9309,1,45,"France","1","Female",1,0,91574.92,71.6530689878612
9881,1,29,"Germany","1","Male",1,153040.03,131363.57,57.1141470166573
4057,1,43,"France","1","Male",2,0,2920.63,76.5976429641043
3083,1,38,"Germany","0","Female",1,113150.44,176712.59,164.331568083178
6468,0,43,"France","1","Male",2,119501.88,132480.75,64.9225485883434
3866,1,48,"France","0","Female",1,73309.38,21228.34,72.5270579357166
5325,0,20,"France","0","Male",2,0,31288.77,63.0385835337721
8119,0,54,"Germany","1","Female",1,97382.53,195771.95,135.010514342766
7172,0,33,"France","1","Male",2,155736.42,57751.21,58.5664026877734
8214,1,52,"Germany","1","Male",1,130013.12,190806.36,52.9510109383383
9518,0,26,"France","0","Male",1,98684.15,89222.66,69.0661963402605
5371,0,38,"Spain","0","Female",2,0,104786.59,70.19268970788
5163,1,54,"Germany","1","Female",1,100431.84,35140.49,100.068277113458
9694,0,38,"Germany","1","Male",2,0,52044.66,112.456552407144
5656,0,35,"France","0","Female",2,166118.45,127827.18,43.6253257690679
8478,0,38,"France","1","Male",2,0,158580.05,75.6223957534945
3682,0,24,"France","0","Female",1,106234.02,193502.93,155.535541046417
9906,0,35,"France","1","Male",2,94748.76,13608.18,150.727057539078
6168,0,25,"Germany","1","Female",1,146566.01,161407.48,163.052675576127
4562,0,42,"France","1","Female",2,0,190040.29,49.1678268197803
9541,0,28,"Spain","0","Female",1,146584.19,197804,59.9724229684669
6814,0,24,"France","0","Female",1,63438.91,64375.4,57.1145984151093
3989,0,32,"Germany","1","Female",1,124328.84,143783.28,55.9932493567962
7052,0,58,"Germany","1","Male",2,137318.42,126144.96,67.9244543990765
4961,1,31,"Germany","0","Female",1,107818.63,109881.71,95.3273954215356
9536,0,32,"France","1","Male",1,139659.04,137959,67.3101808942963
7007,0,20,"France","1","Male",2,0,102547.56,169.056910248145
8834,0,36,"Germany","1","Male",1,76190.48,149066.14,158.742138900533
5641,0,48,"France","1","Male",1,118469.38,54702.66,69.3027063982491
8567,0,37,"France","0","Female",1,70784.27,30579.82,119.564379949733
4362,1,45,"Germany","1","Male",1,158456.76,197000.92,47.3371979001332
7339,0,48,"France","0","Male",2,129717.3,15360.91,145.850440209123
5154,0,40,"Spain","0","Male",2,0,181543.67,71.2298850450935
6959,0,48,"France","0","Male",2,0,126962.41,156.240211281244
9155,0,40,"Spain","1","Female",1,167878.5,165692.03,55.0301751250209
6436,0,41,"France","0","Female",1,0,111285.85,77.0155086908036
3386,0,38,"Spain","0","Male",1,101195.23,10074.05,82.1974423154868
5451,0,46,"Spain","1","Male",2,0,60739.16,38.1258012264136
7557,0,32,"Spain","1","Female",2,0,118324.75,188.035575206377
3141,0,50,"France","0","Female",1,0,65170.66,101.331324893042
3031,0,62,"France","1","Male",2,0,82195.15,120.796514217597
9046,1,22,"France","1","Male",2,95448.32,78566.64,73.4840093074889
8235,0,39,"Spain","1","Male",1,108128.52,56784.11,115.257918240725
9792,0,24,"France","0","Female",1,0,121408.55,183.666989182816
7190,1,24,"Spain","1","Female",1,173962.32,106457.11,168.208631433637
6786,0,32,"Germany","1","Male",1,121669.23,125898.39,257.597547198791
7112,0,49,"France","1","Male",1,103108.17,139712.81,46.9549668930762
6781,1,31,"Germany","0","Female",1,0,168886.39,170.317825163971
6489,0,29,"Spain","0","Male",2,0,86424.57,73.2972589788768
6536,1,54,"France","0","Male",2,128966.13,187597.98,115.087575605786
8532,0,27,"France","1","Male",1,0,152843.53,44.4909735648765
9321,0,31,"France","1","Male",1,150604.52,61513.87,57.0130859471398
7620,0,36,"France","0","Male",1,0,38967.29,96.9034349913031
8557,0,31,"France","1","Male",2,157777.58,92090.36,151.406768939911
8020,1,30,"France","0","Male",1,131765.72,155879.57,61.8984278863299
8698,1,33,"Germany","0","Female",1,139756.12,165849.49,173.822153232974
3204,0,34,"France","1","Male",1,0,180934.67,127.470403344508
6247,0,37,"Germany","1","Male",2,106453.53,127413,47.6243326879206
7019,1,45,"France","0","Female",1,68375.27,193160.25,93.818208122749
5421,0,45,"Spain","1","Female",1,0,68831.72,61.7289790487152
5432,0,38,"France","0","Female",2,0,56388.63,80.1511473757764
8242,1,66,"Germany","1","Female",1,135392.31,172852.06,97.1428806996217
6475,0,61,"Spain","1","Male",2,0,81299.17,126.825697908346
5363,0,33,"France","1","Female",1,190566.65,64511.44,125.620132875987
3259,0,41,"Spain","1","Female",2,0,165196.65,95.4760978710933
7590,0,32,"France","1","Male",2,156001.68,151677.31,88.3355205327066
8985,0,26,"Spain","1","Female",1,76554.06,184800.27,80.248196836544
8880,0,32,"France","1","Female",2,135927.06,69826.8,47.7485562820594
8409,0,37,"France","0","Female",1,183613.66,49734.94,236.627731287656
4355,0,28,"France","1","Female",1,0,103349.74,93.5087233427031
6064,0,39,"Germany","0","Female",1,92474.05,194945.8,84.5543958805505
8228,0,42,"Spain","0","Male",1,133767.19,36405.21,167.565264902939
4325,0,52,"Germany","1","Male",1,151457.88,149922.38,155.077560752446
7106,0,49,"Spain","1","Female",2,160602.25,129273.94,86.8679430909948
7266,0,48,"France","0","Male",1,92347.96,163116.75,118.964282531048
6352,0,71,"France","0","Female",2,0,33266.29,104.724339202384
7071,0,54,"France","1","Female",1,95507.12,50906.65,54.6223740940512
5450,0,51,"France","0","Female",1,105056.13,70613.52,49.664616163285
4233,0,57,"Germany","1","Male",2,101134.87,20063.63,45.2074438663308
6540,0,29,"France","1","Male",1,145843.82,131886.46,125.05501148507
4851,1,47,"France","1","Male",1,0,143598.7,154.296071767378
